id,label
230423321,2
76864773,2
245781969,2
88164292,2
245244843,2
311042822,0
16398612,0
310765139,0
246053298,2
244713957,2
309986188,2
230455743,2
245731613,2
245236434,2
310413281,2
244730702,2
1743942,0
310126525,2
279966706,2
244715488,2
13023913,2
312931451,2
245741930,2
230530826,2
32858679,0
2148736,2
244691736,0
230530342,2
245210379,2
206142478,0
245283218,2
3907739,2
245249436,2
245266674,2
37231288,2
87044447,2
245811298,2
162325281,2
309974690,2
243102577,2
245776729,2
14586368,2
234421612,2
246322980,2
230468406,0
246277781,2
245717922,2
246053061,2
244679357,0
250211225,2
87701767,2
245439824,2
245771215,2
246075414,2
244295223,2
9805183,2
230653294,2
232040746,2
279492666,2
166889342,2
310091673,2
309959475,2
87997105,0
310814672,2
232053421,2
13593219,2
281975786,2
63073396,2
245249797,2
86844614,2
2610996,0
245742127,2
245152057,2
2210421,2
234442465,2
105937222,2
12737396,2
314431553,2
27451950,2
250213391,2
87823128,2
312358058,0
312504971,2
309952163,2
244759968,2
310051909,2
245216692,2
2772619,2
230439261,2
244724562,2
230428210,2
309994930,2
230438538,0
312934754,2
232443607,0
245441247,2
13342868,2
234469735,2
230439994,2
86864126,2
246096942,2
245925170,2
310096024,2
230428184,2
310409714,2
232447725,2
86857509,2
279976176,2
13860491,2
246051920,2
87705000,2
232457186,0
246045486,2
244770760,0
245818326,0
245273892,2
86804182,2
245737186,2
311053498,0
246023475,2
231494910,2
81421232,2
27362988,2
86615245,2
232432896,2
245775273,2
87128960,2
57517680,2
310520034,0
7581406,2
310517107,2
244703572,2
12164119,2
244799956,2
230097992,2
310088383,2
244740435,2
230473469,0
309959751,2
230523238,0
245265624,2
86588330,2
22873295,2
245867603,2
310093670,2
245747790,2
245384995,2
89126229,2
86974693,2
25473205,2
230442072,2
312814901,2
61512561,2
16027454,2
17387772,1
69125350,2
230564019,2
230401717,2
133591920,0
275793721,2
147027853,2
313121428,2
86867756,2
21063788,2
230438468,0
245198509,2
246121163,2
310523725,2
232298403,0
246044402,2
244684622,0
9157527,2
27990546,2
232443580,2
67741979,2
249513340,2
79185327,2
87933021,0
309959484,2
312872290,2
230336061,2
230471924,2
88196355,0
310406435,2
86589151,2
279484166,2
190488886,2
309950736,2
87026026,2
246057158,2
245744398,2
88008481,2
245245761,2
57508662,2
245993439,2
279965322,2
232375027,2
310088706,0
203003972,2
230543768,2
22837825,0
84831889,2
26661669,2
246106612,2
88435400,2
232007253,2
21440143,0
274738272,2
86721234,2
155373450,0
105937448,2
245502575,2
87823693,2
312102735,2
247002858,0
244285362,2
230402427,2
245479946,2
99220526,2
309975382,2
230437643,2
245478605,2
244792161,2
3925147,0
314861372,2
245475635,2
93153714,2
279428435,2
232025322,2
131824854,2
245267711,2
310057975,2
14779198,0
203609789,2
310082683,2
86707814,2
309975058,2
86584426,2
244306658,0
230524961,2
3881087,0
236105579,2
6198280,2
181963664,2
230472383,2
230470033,0
86738448,0
64560268,2
244715931,2
243647440,2
42970376,2
232006911,2
232453410,0
246009129,0
86789714,0
116627131,2
45521675,2
245723121,2
11256536,0
86743274,2
279485785,2
86800970,0
96679222,2
87770389,2
6910398,2
244770908,2
213732751,2
232406371,2
27403918,2
269144380,0
232894818,2
245213118,2
245783328,2
230651387,2
87201367,0
3405622,0
312508701,2
22837859,0
230456360,2
87027434,2
230471960,2
230518288,2
244661635,2
86840717,2
86644743,2
70209736,2
230569372,0
30469907,2
39469392,2
312919601,2
22837898,0
310416291,2
312183467,2
245707260,2
230531174,0
232397581,0
53915759,0
245482107,2
230336248,2
21696456,0
232124773,0
279061235,2
245995987,2
86810200,2
230455527,2
244671833,0
244660084,2
735881,0
245778019,2
279972889,2
309960199,2
230325147,2
244689354,0
87637986,2
244767695,2
244659883,2
245394098,2
245827024,2
230659455,2
276305362,2
230556839,0
232689647,2
310471939,0
293053617,2
245501641,2
245740805,2
230521240,2
2713749,2
313109748,2
203702819,0
22837818,0
174568110,2
279932332,0
233099498,2
87688652,2
3108467,2
244682018,2
310529091,2
1367537,2
232460526,0
86746970,2
245432354,0
143545720,2
245435115,2
75600755,2
310516807,2
245351387,2
245436160,2
230401754,2
244375031,2
244714443,2
188504403,2
278186633,2
78146579,0
230418124,2
230472374,2
87119029,0
40297647,0
232438397,0
244687072,2
86644040,0
244676640,2
16642501,2
76202981,2
232075195,2
15744043,2
23469233,2
245731998,2
245718434,2
280150657,2
230594640,0
310113958,2
86802012,0
86716959,2
230564000,0
29059797,2
2804447,2
231026116,2
245720437,2
166890641,2
12164127,2
246377385,2
76866367,2
245476778,2
244362909,2
230439999,2
312504262,2
232035280,0
87745893,0
61820358,2
245468883,2
246046870,2
6897994,2
80044768,2
230464556,2
313026359,0
75604058,2
244299198,2
230626345,0
314851755,0
245982506,2
259979296,0
7304535,2
246053802,2
246377381,2
48081558,0
250213072,2
312141549,2
86100615,2
14851095,2
5580087,2
314831527,0
86750593,0
232341121,2
187995394,2
230449505,0
232658952,2
310435425,2
86554729,0
86825690,2
246385582,0
13354971,2
245470072,2
312143919,2
246058075,2
279035528,0
245296943,2
309994613,0
279056892,2
246410543,2
2871767,2
87747984,2
87977367,0
230437632,0
279046705,2
21755562,2
230419201,2
245424181,2
3762140,0
5211954,2
88069859,2
312873673,2
244691840,2
246374792,2
36189820,0
245502583,2
312353051,0
312128882,2
244757606,2
10033979,2
309983840,2
245392629,2
243647796,2
44993646,2
87755098,2
21633458,2
32477878,2
76866555,2
182448406,0
313118940,0
231997277,0
3908530,2
87044425,2
232461214,2
3157662,2
86611478,0
312953247,2
21126756,2
86787974,0
246188591,0
310471882,0
313112190,2
244780465,2
245144856,2
86842124,2
10465668,2
230604590,2
261102925,2
9221284,0
75605330,2
245984717,2
311039476,2
280141519,2
244680523,0
232662867,2
232071123,0
245730892,2
245832049,0
232431895,2
279006437,2
33176841,2
310469765,2
87704930,2
245333276,2
230459149,2
101760981,2
183697706,0
245198745,2
260728806,2
244675247,0
86810205,0
31501983,2
232909676,0
230546655,2
230439284,2
51413966,2
250223007,2
245501409,2
18727066,2
309990697,2
230349412,2
310464862,0
87867121,2
230468732,0
11291861,2
231597173,2
244280315,2
183320189,0
13964143,2
202954549,2
17502026,2
41665948,2
11628394,2
230439437,2
14962731,2
244306288,2
88023464,2
128790137,2
45962762,0
245831247,0
230470029,0
246095991,2
190124330,2
310126273,2
75600736,2
40297649,0
310147431,2
37232677,2
279191015,0
230679233,0
245725050,2
244681084,2
232893904,2
86765441,2
193593959,2
310494243,2
230451730,0
230337487,2
78514177,2
245772379,2
310055836,2
309952154,2
16082366,0
309950453,2
232348187,0
13969323,2
249871565,2
3419881,2
232431929,0
288005853,2
310444029,2
245402487,2
231992552,2
310127057,2
245261892,0
246097175,2
310405509,2
87029748,2
310092428,2
106934180,2
232039074,0
13953965,2
192684705,2
231502972,2
230614951,2
245834841,2
230543243,2
232698850,2
244714805,2
83383965,2
246051568,2
232947897,2
310524787,0
8909929,0
244688596,0
3205536,1
86736246,0
232068018,2
244693888,2
310470267,0
5369270,0
246096010,2
2714068,2
14883414,2
310102845,0
246188243,0
309985201,2
230597986,0
114103451,2
310492292,2
68959537,0
97535253,2
313097556,0
232064964,2
86787988,0
250228087,2
57270110,2
245361776,0
246392327,2
18981892,2
230518318,2
18938625,2
232900716,2
63515384,2
12164541,2
279994266,2
312830002,2
244373232,2
309949640,2
230459339,2
230658272,2
232431906,2
206184636,0
245789139,2
86745847,2
279047862,2
37231294,2
230519593,2
87755646,2
3416108,0
245397206,0
92976790,2
9873432,2
230412044,2
310127049,2
245244837,2
27218698,0
16843895,2
245779691,2
244715507,0
310413285,2
49587271,2
87049526,2
245364540,2
86745864,2
314790625,2
231499595,0
86562052,0
230529040,0
312503627,2
312826817,2
87753738,2
43841563,2
86934198,2
54732016,2
230414561,2
250228763,2
310463951,0
310160477,2
245435796,2
244722135,2
230677237,2
4765154,0
87791779,2
245417427,0
232952623,2
86933387,2
43067540,2
244318342,0
310457658,2
245241093,2
310160391,2
244794330,2
231998448,0
310434784,2
230575941,2
244679346,2
314844504,2
244676392,2
232383231,2
245476596,2
230541863,2
232038821,0
86788738,2
232100126,2
312152378,2
120695667,2
232411120,2
245156716,2
86817126,2
14938748,2
245740451,2
11303964,2
310108582,2
9710322,2
6890714,2
232013266,0
244741201,2
194950105,2
202175842,2
244736242,2
16057949,2
245435121,2
245776765,2
244306895,0
230595355,2
246042630,2
310463232,2
16809915,1
246384766,2
3863352,2
244797992,2
54828943,2
113177729,2
246188221,0
246042995,2
230645829,2
232341448,2
232431866,2
230337864,2
54682229,2
310401435,2
132151751,2
230523204,0
244684624,2
309968412,0
310449473,2
2445441,2
86715918,2
245424183,2
230658522,0
313556300,2
86623622,2
22838015,0
87407544,0
245774068,2
88130440,0
60016533,2
86546078,2
76867014,2
232890478,2
2881273,0
246172340,2
309942274,2
223097345,2
312155392,2
185535373,2
245775409,2
87889652,2
310442295,2
245744388,2
64185277,2
230457868,2
310087405,2
270384774,2
86821725,2
310526141,0
245725056,2
3878694,0
86810206,0
230658518,2
86585302,2
87732184,2
244688592,2
28996448,2
309970863,2
312112743,2
86593761,2
86853327,2
11291865,2
230440525,2
15478526,2
55017802,2
87823698,2
244691054,2
230576810,2
245922533,2
312803849,0
116831496,2
244686981,2
219822791,2
304885944,2
141425461,2
222044088,2
230650911,2
200126320,2
230451699,2
232067352,2
246045025,2
245481538,2
230439273,2
87251097,2
230350804,2
46469332,2
19884316,2
62327797,2
86740605,2
33527989,2
75600710,2
232071110,0
27312785,2
245363720,0
310463639,2
16456282,2
230533661,2
86807511,2
232346081,2
230427487,2
230444845,0
232439173,0
232431900,2
55763813,0
232023170,2
92691765,2
22837848,0
1041617,2
260549103,0
76866428,2
87823196,2
230547993,2
279150050,0
86805585,0
246052277,2
86761309,2
75604930,2
3468648,2
86833636,2
244302609,2
230659451,2
232020687,2
230334715,2
230440348,0
279154141,2
46472840,2
230455521,2
4567894,2
232012123,2
245734130,2
232402715,0
313148306,2
232895871,0
310529651,0
11435089,2
86618574,2
244359441,2
232064265,2
245835895,0
230438851,2
20847373,2
13354973,2
131942180,2
2929199,2
86747404,2
279956454,2
3375524,2
250218567,0
245722706,2
243012444,2
232661365,2
198355165,2
232419978,2
80704443,2
309968945,2
273397921,0
245490122,2
310444038,2
87889630,2
71377358,2
310057228,2
232959275,2
245200284,0
279963473,2
87745888,0
310112347,2
230408405,2
312493838,2
87761242,2
269800882,0
280519990,2
310710784,0
313119975,0
232431930,0
86620561,2
246409645,0
19617883,2
232462285,0
54735206,0
86556910,2
77689165,2
245425043,2
3912536,0
230658284,2
232444501,0
230400474,2
245261899,2
312898511,2
310495356,2
87823736,2
87622298,2
86588742,2
88033429,2
230680433,2
245478174,2
244723510,2
233220194,2
86819533,2
2887637,2
310533017,2
71384764,0
86788793,0
78567120,2
230414078,2
230428645,2
87190535,2
230569402,2
67204095,2
86725013,2
245971694,2
244795228,2
81042140,2
246055188,2
245477136,0
288508689,0
3480511,2
93550312,2
232342220,2
246040776,2
310485982,0
230456732,0
246118353,2
245285300,0
141937079,0
230659133,2
3199936,2
232453630,0
86620548,2
246096817,2
245153605,2
3753099,2
310104856,2
310463512,0
244281812,2
245507023,0
230541867,2
208292842,2
86741210,2
231028826,0
230415432,2
87740512,2
232352891,2
230428643,2
183657420,2
5344188,0
53204171,2
244337091,0
220083715,2
279932347,0
230595710,0
309912383,2
245426064,2
311042461,0
246047959,2
13994847,2
310748466,2
232639903,2
244740364,2
28181913,2
36674352,2
78373851,2
31175224,2
279925255,2
310484378,0
312506800,2
86801348,2
244793577,2
245730561,2
232667755,2
310469164,0
16078195,2
245818427,0
245791233,2
248534858,2
230336254,2
86551305,0
184378161,2
86555578,0
204343284,2
87745336,2
230519614,0
246060235,2
245424522,2
37231289,2
244377826,2
250048548,2
230515993,0
73170856,0
309946602,2
245256253,2
5580085,2
245726592,2
310492705,2
75597797,2
246087093,2
246166167,0
210449235,0
245765184,2
246055562,2
13373033,2
3907743,2
9359039,0
107102569,2
244795949,2
245772555,2
5197391,0
309942305,2
244662463,0
232383592,0
201704199,2
83394542,2
6914906,2
309960439,2
230472266,2
312495063,2
89171487,2
160025866,2
245777502,2
245427800,2
75601025,2
230438870,0
232001654,0
75597407,2
246383774,0
279171987,2
232891207,2
230686565,0
3907798,2
244373266,2
86873206,2
87752144,0
232403720,0
279922482,2
246096938,2
1439078,2
230438467,0
312833254,2
13736284,2
246395055,0
37706840,2
16559776,2
234445407,0
245434453,2
86654558,2
86841349,2
52230674,2
310407082,2
87603321,2
279196111,2
279187119,0
245986589,2
60528497,2
2991270,2
27713119,2
86573791,2
23457421,2
89033210,2
245358586,2
87759504,2
245216309,2
5352518,2
2823289,2
310431898,2
75604016,2
245157062,2
245426076,0
312497400,2
202544055,2
309959486,2
86975069,0
245152801,2
232034942,0
49960791,2
244529730,2
312935825,2
286893176,2
13952417,2
86817118,2
87628040,2
75600870,2
202546119,2
310455899,0
245358166,2
309959464,2
310073949,2
232431853,2
87705575,2
10379337,0
312113175,2
28183629,0
116805446,2
231995762,0
224008655,2
312810103,2
230456709,0
232639665,2
244378466,2
312930804,2
241396533,2
230403093,2
230406513,2
312497402,2
5530888,2
196117942,2
309960792,2
246059689,2
245764119,2
13115146,2
86595196,0
57794247,2
89435610,0
86552227,2
232460292,0
209761201,2
51446561,2
3160569,2
232046031,0
205866484,0
232342099,2
230544151,2
231990479,2
310489744,2
87025618,2
36761261,2
238623875,0
230436750,0
232349499,2
230579322,0
309946151,0
246039640,2
86618939,2
2717255,2
244299406,2
230599502,2
232652764,2
310112031,2
15247041,2
87286057,0
6881196,2
246387370,2
230446331,0
13642543,2
6147835,2
87763571,2
245407487,2
230455942,2
232457123,0
230451676,0
312504612,2
312507678,2
310800926,2
51140228,0
245237891,2
230336166,2
245243370,2
271695716,2
313117241,0
245251819,2
213736062,0
232462281,0
87259905,2
232906976,0
244309928,2
272281227,2
23232966,2
279207690,2
310464833,2
245251479,2
310508424,2
245154811,2
232894484,2
310470021,2
310723810,0
232070456,2
250874089,2
13346375,0
246103533,2
279467971,2
10982440,2
21506236,2
11590825,2
246056034,2
87822256,0
78110071,0
43451284,2
310495362,0
258437818,2
232457182,2
6436638,0
232349132,0
37561224,2
232688319,2
246038562,2
233008623,2
146601928,2
230527774,0
245411356,2
250229053,2
246140892,0
60812598,0
250228776,2
312270684,0
230472718,2
279059667,2
245781985,2
310457072,0
98737917,2
230547939,2
250222693,2
75240691,2
245297774,2
87823721,2
245274451,2
2868852,0
230459282,0
310089368,2
88231440,0
87844658,2
245346940,0
204255781,2
5119724,2
232047417,0
244732252,2
232412793,0
245157084,2
310444293,2
86724996,0
4285093,2
87758541,2
4573386,2
161694529,2
87029590,2
245773651,2
86823036,2
309967829,2
86624826,2
230468034,2
21937639,2
231253425,0
87821171,2
233646480,2
230456338,2
230424217,2
230596499,2
44980094,0
3420267,0
244325651,2
310418146,2
244327968,2
245155855,2
245454531,2
195225288,2
86825261,2
246139949,2
310413783,2
246381051,0
27382560,2
309987544,2
245430014,2
3875136,0
312864891,0
240388445,2
16555074,2
245826568,2
246403439,2
245199327,2
230542503,2
232066385,2
16416103,2
13857707,0
230336133,2
244693936,0
246409858,2
11304652,0
312805347,0
16464132,0
10734050,0
244716134,2
230602343,2
240477091,0
230455570,2
230333930,2
75997541,2
11447678,2
245239453,2
86613087,2
310464798,0
14341617,2
87771401,2
86555207,0
279456438,2
244691847,0
245773801,2
232399294,2
87690173,0
76866551,2
219880278,2
91689325,2
309974670,2
2893829,2
23358674,2
313147775,2
309983273,2
87657343,0
310514292,2
310101910,2
19559657,2
230420824,2
19054425,2
245283948,0
22837788,0
87018420,2
310423618,2
98145894,2
279457813,2
232379162,2
310472669,2
205392811,0
312861120,2
86736272,0
230530279,2
310509980,0
310758310,0
245736761,2
310447243,2
86791106,2
246109015,2
1812423,2
86704931,2
310526885,2
230468782,0
246168007,2
108784712,2
312505335,2
245334204,0
310468657,2
312775469,2
279963489,2
312505657,2
312222610,2
196397264,0
6944393,2
78638575,2
314820551,2
3114489,0
310126529,2
203941231,2
2893830,2
86738384,0
245441237,2
310173111,2
230339212,0
50769416,2
1442175,2
312196190,0
87061648,2
38633795,2
245427895,0
310108580,2
230593725,2
232008924,2
204494582,2
246367708,2
50630602,2
209858449,0
3461251,2
208530489,2
310532313,0
3402358,2
245747794,2
244363309,2
244660441,2
312221763,2
71076919,2
244743580,2
245376960,0
230339477,0
279047438,2
314804685,2
244722156,2
245718403,2
27314128,2
246054504,2
239951930,2
312899272,2
309947685,2
311359838,2
246121132,2
88196385,0
231996126,0
310522842,0
230411283,2
230585983,2
232413175,2
87607252,2
279212066,2
18889172,2
26120355,2
14660984,0
244302702,2
196536221,2
86846074,2
244687669,0
1804445,2
309960187,2
51593101,2
245150103,2
2935904,2
246385568,2
58158586,0
245288915,2
231169665,0
244745788,2
230414073,2
245424763,2
38159713,2
234468961,2
232686676,2
86746297,2
245723635,2
246044395,2
230645753,2
245236112,0
311425467,2
309953710,2
87823127,2
83938430,2
300519501,2
230427509,2
310468663,0
3375520,2
87736538,2
52903584,2
245779718,2
309986194,2
230642332,2
2883360,2
245743455,2
279446184,2
27436846,2
86642369,2
44141174,2
5530811,2
244314163,2
230670907,2
244688140,2
279014147,2
6880612,2
279199584,2
230470030,2
5528952,2
245819119,0
246358375,0
232017807,2
246053052,2
245723653,2
245241583,2
172510547,0
87752321,2
246168422,2
245413465,0
309951032,0
12639273,2
231995669,0
246045028,2
73235357,0
230530258,2
279964973,2
312904853,0
6910403,2
75604025,2
230448396,0
245409288,0
86796579,0
25477738,2
244695477,2
314821296,2
55005322,0
86705550,1
230400468,2
231180580,0
3007388,2
312152376,2
230658527,2
279033628,2
310517130,2
310468688,0
4988274,2
310523440,0
245760711,2
245743693,2
87841577,2
246047499,2
87602879,2
230393704,0
86789254,0
19115983,2
2813646,2
33973914,2
230658174,2
230348238,2
230658179,2
155883598,2
279049886,0
246096948,2
244315302,0
87519467,2
310467848,2
312496950,2
87781256,2
314825125,2
226861434,0
314155513,2
245986284,0
244761351,2
244344638,2
246103525,2
3878589,0
230457028,2
245765795,2
246039365,2
1812424,2
313122120,0
246042302,2
245406251,0
245766498,2
309950740,0
310159791,0
310457723,2
310467850,2
245502591,2
232023201,2
279096279,2
31225111,2
27737283,2
86966335,2
232406455,0
279171716,2
245719251,2
40460965,2
310492338,2
87028031,0
95969219,0
129397602,2
246417042,2
245774853,2
244770640,2
230336180,2
100197901,2
312150222,2
309949269,2
245156432,2
244716161,2
232386556,0
10538195,0
87823730,2
3304756,2
244287244,0
230423430,2
312826524,2
244697404,2
6883856,2
310443592,2
230451713,2
3391129,0
310484942,0
230412047,2
313113306,2
86815195,0
230352632,2
230415013,2
310468667,0
245416332,2
245764123,2
230557749,2
226603944,0
232818752,2
310505913,2
245275083,2
16212779,2
230433274,2
232897183,2
50289061,2
250215983,2
86973104,0
125405092,2
245868447,2
109139656,2
230331370,0
244691083,0
244298088,0
75604693,2
313106999,2
244716171,2
86730428,0
232004181,2
245482118,2
232035820,2
75714015,0
245732174,2
245287331,2
245775282,2
87719165,0
90089148,2
244696212,2
14222967,0
244724166,2
160267458,2
194998823,2
230336706,2
312315970,2
75597395,2
245215844,2
204266774,2
232895760,2
232903177,0
184703182,1
263247416,2
181736379,2
24673782,0
232437488,0
87784368,2
230647332,2
310089720,2
225370548,2
230444847,0
108393800,2
259472088,2
310443417,2
86644064,2
245415932,2
310099277,2
9148150,2
310514288,2
312336406,2
230576390,2
243641964,2
241631368,0
245415615,2
310425649,2
230440931,2
239037493,2
232348123,2
230339671,2
7550622,2
245417430,2
310458067,2
219837311,2
310425636,2
205317238,2
310058537,2
232627257,0
246404372,0
86586101,2
76866500,2
230917943,0
309960263,2
87625444,2
230438474,0
232431870,2
86925916,0
245236445,2
245773403,2
230442132,2
310433262,2
14477786,0
86621850,2
61311611,0
40821280,2
310458059,0
245903843,2
113463776,2
246152474,2
8611593,2
245502823,0
310447714,2
75607263,2
247572531,0
252434988,2
42585575,2
232781199,2
230523196,0
14827602,0
245386996,2
86593309,2
312901971,2
86983053,0
270161772,2
279486046,0
1348626,0
42095182,2
128712920,2
246051127,2
203544371,2
86918242,2
312892038,2
312134007,2
246045053,2
310126548,2
310447236,2
245406561,2
232431924,2
244350633,2
232374910,2
245176962,0
230543161,2
310467859,0
245968119,2
232008584,2
87624974,2
87283368,2
231994093,2
231506238,2
312148678,0
25032837,2
86542992,0
346493,0
230541996,2
86730988,0
26777884,2
310508553,2
106217531,2
3404363,0
312182803,2
244732267,2
309989170,2
230456713,2
309925311,2
12139367,2
232432891,2
73325019,2
245152112,2
310170641,0
4567899,2
6883861,2
245501612,0
8618415,2
18883329,2
230455957,2
230390073,2
232431889,2
310107922,2
5532010,0
1435393,2
246379790,2
230458101,2
86595160,2
230456623,0
309991424,2
245329065,2
230406522,2
310100982,2
310517773,2
310159827,2
310113101,0
230752278,2
310102843,2
109963501,2
230441337,2
312179404,2
313105504,0
7304585,2
310082668,2
245241104,2
309960795,0
246042604,2
310520032,0
203212344,2
230394594,0
245737214,2
124594034,2
244802143,2
245760314,2
230472386,2
310447534,2
232549869,2
232788487,2
245719177,2
230531168,0
86747865,2
312352188,0
245427803,2
230464783,0
232071096,0
213023776,2
55620667,2
2203921,2
946067,2
259595263,2
314824526,2
275759234,2
46473861,2
83987463,2
3880653,0
97622684,0
245153583,2
312496798,2
244715108,2
230402893,2
76365066,2
86628488,2
87627874,2
86881904,0
230437645,2
230422126,0
203140142,2
312206633,2
188171282,2
310054094,2
245250161,2
244343303,2
2760789,2
244798309,2
2808095,2
87754520,2
245755606,2
245827020,0
56510044,2
232472220,0
246096058,2
245716458,2
87049522,2
310053246,2
245304330,0
245414244,2
310765814,0
82858852,2
244317304,2
70351711,2
10250152,2
232897313,2
310161130,2
86644036,0
250212159,2
88029849,0
86821735,2
230436739,0
1437194,2
312850301,0
88598583,2
232446580,2
87776113,2
309994934,2
60492027,0
246059329,2
245730527,2
3406800,0
29435654,0
87743860,2
245424812,2
230602315,2
246478960,2
310471899,2
47452045,2
246403424,0
231996118,0
244324751,2
232956040,2
244315837,2
244312757,2
186963463,2
246391008,2
310171380,0
244677458,2
310082661,2
245427920,2
213480554,2
3766651,0
188671066,0
88976854,0
86556379,2
86575758,2
88370632,0
310172550,0
279052592,2
86754917,2
246097454,2
245282709,2
86736332,0
202972342,2
8134053,2
232429046,2
19148473,2
233747450,2
244304015,0
312332224,0
312873864,2
244666826,0
244665060,0
310463224,2
86821357,2
230586286,2
35135175,0
87724406,2
232446181,2
105937513,2
312892023,2
193121748,0
86573777,2
230457900,2
312103703,2
230579323,0
310471871,2
86816664,2
54807096,2
230468668,0
89757298,2
231990879,2
86800187,0
13093229,2
14586361,2
230527756,0
9627948,2
87732354,0
86804179,2
86804178,2
232073372,2
86707825,2
86647219,2
205596105,2
233027099,2
309960458,2
127396184,2
234470338,2
87329406,0
309938432,2
14153226,2
2907159,2
86803990,2
33453302,0
19879075,2
244311450,2
230441332,2
231181888,2
230529048,0
87757652,2
310433719,2
245432338,2
245426984,2
86571972,2
244715501,2
279475157,2
181296209,2
232648116,2
310454041,2
8742670,2
245504785,2
245772375,2
19156314,2
230531178,2
87519471,2
187182569,2
230868932,2
310485993,0
246408454,2
86745869,0
244302836,2
87823652,2
230440353,2
232034264,0
13995945,0
232448785,0
196555404,2
87656719,2
310438267,0
3408181,0
86625910,2
6873975,2
245169237,2
244792166,2
114058601,2
230595343,0
